线程序号, 模型, beam_id(5~10), 是否启用精准说(1启用), 当前识别次数(从0开始), 输入音频文件, 音频通道, 结果类型(快速识别/普通识别), 识别次数(快速结果), 识别时间节点(音频开头到当前返回结果的音频节点),响应时间(识别时间节点-结束时间),起始时间(本次识别结果),结束时间, 识别结果(可能为空), 识别成绩, v3识别成绩, 能量, pss内存(kb), rss内存, uss内存, 实时率
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733561048228_micarray.pcm, 0, PartialResult, 1, 88.660, 0.290000, 87.710000, 88.370000, 同行者, -4.580000, -3.190000, 5102766, 49971, 50240, 42032, 0.057648
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 1, 6.820, 0.060000, 6.310000, 6.760000, 同行者, -14.800000, -4.990000, 1791461, 49979, 50248, 41936, 0.054590
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 6.940, 0.090000, 6.310000, 6.850000, 同行者, -12.590000, -4.990000, 1515578, 49983, 50252, 41940, 0.054600
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 7.180, 0.300000, 6.310000, 6.880000, 同行者, -5.400000, -3.290000, 1435819, 49991, 50260, 41948, 0.054783
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 9.940, 0.080000, 9.350000, 9.860000, 同行者, -8.550000, -4.990000, 581401, 49991, 50260, 41948, 0.057025
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 10.060, 0.170000, 9.350000, 9.890000, 同行者, -7.790000, -4.990000, 549309, 49991, 50260, 41948, 0.056992
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 10.180, 0.260000, 9.350000, 9.920000, 同行者, -3.610000, -3.090000, 520421, 49991, 50260, 41948, 0.057086
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 12.460, 0.080000, 11.840000, 12.380000, 同行者, -5.510000, -3.290000, 441413, 49991, 50260, 41948, 0.058239
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 12.580, 0.140000, 11.840000, 12.440000, 同行者, -4.690000, -3.190000, 398388, 49991, 50260, 41948, 0.058275
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 12.700, 0.260000, 11.840000, 12.440000, 同行者, -2.280000, -2.790000, 398388, 49991, 50260, 41948, 0.058349
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 14.860, 0.080000, 14.210000, 14.780000, 同行者, -2.240000, -2.790000, 537701, 49991, 50260, 41948, 0.057896
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 14.980, 0.170000, 14.210000, 14.810000, 同行者, -1.870000, -2.790000, 511742, 49991, 50260, 41948, 0.057869
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 15.100, 0.290000, 14.210000, 14.810000, 同行者, 1.690000, -2.390000, 511742, 49991, 50260, 41948, 0.057846
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 17.260, 0.080000, 16.670000, 17.180000, 同行者, -4.500000, -3.190000, 522579, 49987, 50256, 41944, 0.057303
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 17.380, 0.080000, 16.670000, 17.300000, 同行者, -2.640000, -2.890000, 510741, 49987, 50256, 41944, 0.057286
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 17.620, 0.320000, 16.670000, 17.300000, 同行者, -0.490000, -2.690000, 510741, 49987, 50256, 41944, 0.057253
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 20.380, 0.080000, 19.760000, 20.300000, 同行者, -4.350000, -3.190000, 834112, 49987, 50256, 41944, 0.058113
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 20.500, 0.110000, 19.760000, 20.390000, 同行者, -3.300000, -2.890000, 780777, 49987, 50256, 41944, 0.058181
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 20.620, 0.230000, 19.760000, 20.390000, 同行者, -1.480000, -2.790000, 780777, 49991, 50260, 41948, 0.058290
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 22.900, 0.080000, 22.250000, 22.820000, 同行者, -7.530000, -4.990000, 980560, 49979, 50248, 41936, 0.058459
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 23.020, 0.110000, 22.250000, 22.910000, 同行者, -5.990000, -3.490000, 903524, 49979, 50248, 41936, 0.058497
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 23.140, 0.230000, 22.250000, 22.910000, 同行者, -3.130000, -2.890000, 903524, 49979, 50248, 41936, 0.058484
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 25.780, 0.080000, 25.160000, 25.700000, 同行者, -5.170000, -3.290000, 456862, 49979, 50248, 41936, 0.058175
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 25.900, 0.080000, 25.160000, 25.820000, 同行者, -4.470000, -3.190000, 492350, 49979, 50248, 41936, 0.058165
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 4, 26.020, 0.170000, 25.160000, 25.850000, 同行者, -3.990000, -3.190000, 470993, 49979, 50248, 41936, 0.058199
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 26.140, 0.290000, 25.160000, 25.850000, 同行者, 0.090000, -2.590000, 470993, 49979, 50248, 41936, 0.058234
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 28.300, 0.080000, 27.710000, 28.220000, 同行者, -4.270000, -3.190000, 784186, 49979, 50248, 41936, 0.058448
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 28.540, 0.170000, 27.710000, 28.370000, 同行者, -3.930000, -3.190000, 1010734, 49979, 50248, 41936, 0.058422
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 28.660, 0.290000, 27.710000, 28.370000, 同行者, -1.790000, -2.790000, 1010734, 49979, 50248, 41936, 0.058406
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 32.260, 0.080000, 31.610000, 32.180000, 同行者, -11.780000, -4.990000, 848976, 49979, 50248, 41936, 0.058663
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 32.380, 0.140000, 31.610000, 32.240000, 同行者, -10.790000, -4.990000, 770164, 49979, 50248, 41936, 0.058671
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 32.500, 0.260000, 31.610000, 32.240000, 同行者, -6.660000, -4.990000, 770164, 49979, 50248, 41936, 0.058657
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 35.020, 0.080000, 34.460000, 34.940000, 同行者, -7.110000, -4.990000, 817383, 49979, 50248, 41936, 0.058290
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 35.140, 0.080000, 34.460000, 35.060000, 同行者, -6.580000, -4.990000, 830912, 49979, 50248, 41936, 0.058318
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 4, 35.260, 0.170000, 34.460000, 35.090000, 同行者, -5.960000, -3.490000, 791428, 49979, 50248, 41936, 0.058330
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 35.380, 0.290000, 34.460000, 35.090000, 同行者, -2.690000, -2.890000, 791428, 49979, 50248, 41936, 0.058327
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 37.780, 0.080000, 37.160000, 37.700000, 同行者, -3.740000, -3.090000, 468791, 49979, 50248, 42040, 0.058307
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 37.900, 0.080000, 37.160000, 37.820000, 同行者, -3.140000, -2.890000, 556598, 49979, 50248, 42040, 0.058321
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 4, 38.020, 0.170000, 37.160000, 37.850000, 同行者, -2.720000, -2.890000, 532441, 49979, 50248, 42040, 0.058310
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 38.140, 0.290000, 37.160000, 37.850000, 同行者, 1.180000, -2.490000, 532441, 49979, 50248, 42040, 0.058300
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 41.620, 0.080000, 40.940000, 41.540000, 同行者, -5.880000, -3.490000, 593560, 49979, 50248, 42040, 0.058602
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 41.740, 0.080000, 40.940000, 41.660000, 同行者, -5.050000, -3.290000, 571346, 49979, 50248, 42040, 0.058594
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 41.980, 0.320000, 40.940000, 41.660000, 同行者, -1.900000, -2.790000, 571346, 49979, 50248, 42040, 0.058567
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 44.740, 0.080000, 44.000000, 44.660000, 同行者, -7.590000, -4.990000, 588685, 49979, 50248, 42040, 0.058367
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 44.860, 0.170000, 44.000000, 44.690000, 同行者, -7.250000, -4.990000, 566977, 49979, 50248, 42040, 0.058363
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 44.980, 0.290000, 44.000000, 44.690000, 同行者, -5.560000, -3.290000, 566977, 49979, 50248, 42040, 0.058352
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 48.340, 0.080000, 47.660000, 48.260000, 同行者, -7.930000, -4.990000, 553760, 49979, 50248, 42040, 0.058059
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 48.460, 0.110000, 47.660000, 48.350000, 同行者, -7.060000, -4.990000, 505728, 49979, 50248, 42040, 0.058050
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 48.580, 0.230000, 47.660000, 48.350000, 同行者, -4.640000, -3.190000, 505728, 49979, 50248, 42040, 0.058041
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 52.180, 0.080000, 51.530000, 52.100000, 同行者, -2.230000, -2.790000, 465236, 49979, 50248, 42040, 0.058138
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 52.300, 0.080000, 51.530000, 52.220000, 同行者, -1.550000, -2.790000, 449447, 49979, 50248, 42040, 0.058132
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 52.540, 0.320000, 51.530000, 52.220000, 同行者, 1.510000, -2.390000, 449447, 49979, 50248, 42040, 0.058151
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 54.820, 0.080000, 54.200000, 54.740000, 同行者, -3.950000, -3.190000, 351074, 49979, 50248, 42040, 0.058350
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 54.940, 0.080000, 54.200000, 54.860000, 同行者, -3.480000, -3.090000, 333108, 49979, 50248, 42040, 0.058344
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 55.180, 0.320000, 54.200000, 54.860000, 同行者, -0.130000, -2.690000, 333108, 49979, 50248, 42040, 0.058370
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 57.820, 0.080000, 57.170000, 57.740000, 同行者, -1.520000, -2.790000, 395217, 49979, 50248, 42040, 0.058413
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 57.940, 0.110000, 57.170000, 57.830000, 同行者, -0.560000, -2.690000, 363594, 49979, 50248, 42040, 0.058409
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 58.060, 0.230000, 57.170000, 57.830000, 同行者, 2.160000, -2.290000, 363594, 49979, 50248, 42040, 0.058401
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 60.700, 0.080000, 60.020000, 60.620000, 同行者, -1.380000, -2.790000, 452153, 49979, 50248, 42040, 0.058495
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 60.820, 0.140000, 60.020000, 60.680000, 同行者, -0.620000, -2.690000, 413326, 49979, 50248, 42040, 0.058489
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 60.940, 0.260000, 60.020000, 60.680000, 同行者, 1.640000, -2.390000, 413326, 49979, 50248, 42040, 0.058524
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 63.340, 0.080000, 62.720000, 63.260000, 同行者, -6.500000, -4.990000, 422406, 49979, 50248, 42040, 0.058579
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 63.460, 0.080000, 62.720000, 63.380000, 同行者, -4.510000, -3.190000, 444324, 49979, 50248, 42040, 0.058576
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 63.700, 0.320000, 62.720000, 63.380000, 同行者, -1.200000, -2.690000, 444324, 49979, 50248, 42040, 0.058579
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 65.740, 0.080000, 65.150000, 65.660000, 同行者, -0.670000, -2.690000, 315865, 49979, 50248, 42040, 0.058694
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 66.100, 0.290000, 65.150000, 65.810000, 同行者, 1.180000, -2.490000, 389934, 49979, 50248, 42040, 0.058691
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 68.500, 0.080000, 67.880000, 68.420000, 同行者, -4.250000, -3.190000, 217423, 49979, 50248, 42040, 0.058574
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 68.620, 0.080000, 67.880000, 68.540000, 同行者, -2.760000, -2.890000, 236957, 49979, 50248, 42040, 0.058586
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 68.860, 0.320000, 67.880000, 68.540000, 同行者, -1.230000, -2.690000, 236957, 49979, 50248, 42040, 0.058571
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 71.260, 0.080000, 70.520000, 71.180000, 同行者, -9.490000, -4.990000, 354402, 49979, 50248, 42040, 0.058558
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 71.380, 0.140000, 70.520000, 71.240000, 同行者, -8.300000, -4.990000, 326325, 49979, 50248, 42040, 0.058551
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 71.500, 0.260000, 70.520000, 71.240000, 同行者, -4.040000, -3.190000, 326325, 49979, 50248, 42040, 0.058563
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 73.540, 0.080000, 72.860000, 73.460000, 同行者, -4.290000, -3.190000, 234441, 49979, 50248, 42040, 0.058752
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 73.660, 0.110000, 72.860000, 73.550000, 同行者, -3.050000, -2.890000, 212726, 49979, 50248, 42040, 0.058748
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 73.780, 0.230000, 72.860000, 73.550000, 同行者, -1.810000, -2.790000, 212726, 49979, 50248, 42040, 0.058741
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 2, 75.940, 0.080000, 75.260000, 75.860000, 同行者, -4.640000, -3.190000, 492703, 49979, 50248, 42040, 0.058615
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, QuickResult, 3, 76.060, 0.140000, 75.260000, 75.920000, 同行者, -4.410000, -3.190000, 448483, 49979, 50248, 42040, 0.058611
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562619682_micarray.pcm, 0, PartialResult, 1, 76.180, 0.260000, 75.260000, 75.920000, 同行者, -2.390000, -2.890000, 448483, 49979, 50248, 42040, 0.058605
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 1, 6.820, 0.060000, 6.190000, 6.760000, 同行者, -13.380000, -4.990000, 3016529, 49835, 50104, 41716, 0.060455
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 6.940, 0.090000, 6.190000, 6.850000, 同行者, -12.190000, -4.990000, 2711986, 49835, 50104, 41800, 0.060558
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 7.060, 0.210000, 6.190000, 6.850000, 同行者, -7.890000, -4.990000, 2711986, 49835, 50104, 41800, 0.060708
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 8.980, 0.080000, 8.360000, 8.900000, 同行者, -6.060000, -4.990000, 2764472, 49835, 50104, 41800, 0.060866
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 9.220, 0.260000, 8.360000, 8.960000, 同行者, -5.950000, -3.490000, 2551454, 49835, 50104, 41800, 0.060840
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 11.260, 0.080000, 10.640000, 11.180000, 同行者, -4.710000, -3.190000, 2158236, 49835, 50104, 41800, 0.060658
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 3, 11.380, 0.080000, 10.640000, 11.300000, 同行者, -4.470000, -3.190000, 1945891, 49835, 50104, 41800, 0.060589
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 11.620, 0.320000, 10.640000, 11.300000, 同行者, -0.750000, -2.690000, 1945891, 49835, 50104, 41800, 0.060597
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 13.420, 0.080000, 12.830000, 13.340000, 同行者, -7.300000, -4.990000, 1918204, 49835, 50104, 41800, 0.060932
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 13.780, 0.290000, 12.830000, 13.490000, 同行者, -4.300000, -3.190000, 2656157, 49835, 50104, 41800, 0.060763
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 15.940, 0.080000, 15.350000, 15.860000, 同行者, -10.490000, -4.990000, 3025379, 49835, 50104, 41800, 0.060394
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 3, 16.060, 0.080000, 15.350000, 15.980000, 同行者, -9.100000, -4.990000, 2814653, 49835, 50104, 41800, 0.060357
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 16.300, 0.320000, 15.350000, 15.980000, 同行者, -6.180000, -4.990000, 2814653, 49835, 50104, 41800, 0.060346
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 18.100, 0.080000, 17.510000, 18.020000, 同行者, -5.380000, -3.290000, 5413098, 49835, 50104, 41800, 0.060306
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 18.460, 0.320000, 17.510000, 18.140000, 同行者, -2.530000, -2.890000, 5716613, 49835, 50104, 41800, 0.060264
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 20.020, 0.080000, 19.430000, 19.940000, 同行者, -3.450000, -3.090000, 2987739, 49835, 50104, 41800, 0.060386
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 20.380, 0.260000, 19.430000, 20.120000, 同行者, 0.660000, -2.590000, 3209288, 49835, 50104, 41800, 0.060436
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 22.180, 0.080000, 21.410000, 22.100000, 同行者, -0.410000, -2.690000, 28627893, 49835, 50104, 41800, 0.060284
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 3, 22.300, 0.080000, 21.410000, 22.220000, 同行者, 0.340000, -2.590000, 28374066, 49835, 50104, 41800, 0.060268
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 22.540, 0.320000, 21.410000, 22.220000, 同行者, 3.200000, -2.090000, 28374066, 49835, 50104, 41800, 0.060265
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 2, 25.900, 0.080000, 25.340000, 25.820000, 同行者, -3.010000, -2.890000, 1194241, 49815, 50084, 41780, 0.060572
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, QuickResult, 3, 26.020, 0.080000, 25.340000, 25.940000, 同行者, -2.510000, -2.890000, 1404957, 49815, 50084, 41780, 0.060549
0, showcar_model//STD_ID67.dat, 10, 1, 0, 241227//record_out/16bit_16000hz_2ch_1733562948791_micarray.pcm, 0, PartialResult, 1, 26.260, 0.320000, 25.340000, 25.940000, 同行者, 0.360000, -2.590000, 1404957, 49815, 50084, 41780, 0.060499
